id,order_id,nps_score
427,16083,10
428,63110,0
429,13780,0
430,70815,10
431,29286,7
432,48353,10
433,85372,4
434,24388,7
435,3649,5
436,78220,7
437,19674,10
438,55642,1
439,97849,8
440,13585,7
441,78971,9
442,11913,9
443,85267,5
444,45975,0
445,78003,10
446,15847,10
447,37543,1
448,52781,10
449,56615,9
450,94777,8
451,77575,8
452,54494,3
453,18397,9
454,54292,2
455,17446,10
456,9233,9
457,59553,8
458,10025,5
459,25223,3
460,41051,8
461,62092,8
462,44932,0
463,224,9
464,78598,9
465,59793,1
466,46722,10
467,38541,1
468,49842,10
469,20562,6
470,18391,5
471,69923,8
472,94467,4
473,65553,0
474,3494,6
475,14063,4
476,33616,4
477,10853,0
478,43702,9
479,44096,1
480,35333,10
481,12009,8
482,5318,4
483,1417,10
484,81036,9
485,5963,1
486,91405,0
487,83856,6
488,10046,10
489,94165,0
490,20058,10
491,1156,8
492,69813,8
493,54411,5
494,77530,8
495,51123,9
496,34763,6
497,77723,2
498,84925,8
499,74713,4
500,10306,6
501,49774,9
502,52259,6
503,17640,2
504,30374,7
505,74326,6
506,17673,9
507,99021,6
508,37114,6
509,21236,6
510,75843,1
511,37165,9
512,26848,10
513,30831,1
514,80064,9
515,5714,5
516,73468,6
517,82678,4
518,71559,10
519,2378,5
520,76572,10
521,71859,0
522,99526,5
523,82259,4
524,81673,6
525,2766,9
526,25688,8
527,37339,8
528,80837,4
529,38060,4
530,4879,7
531,78580,0
532,65846,10
533,52629,10
534,50418,10
535,37563,3
536,11688,5
537,54039,10
538,64706,8
539,3951,5
540,52515,2
541,42199,8
542,47667,10
543,9869,10
544,82059,4
545,65815,10
546,22426,9
547,79818,6
548,5964,7
549,55953,10
550,14216,8
551,94907,9
552,36143,8
553,36013,8
554,52456,5
555,31141,10
556,26745,9
557,34769,0
558,75870,10
559,78417,10
560,1552,10
561,59191,5
562,54392,6
563,73817,8
564,46763,10
565,56242,7
566,16667,1
567,40205,9
568,56449,10
569,86695,9
570,93774,10
571,55472,9
572,69038,9
573,34585,6
574,83900,5
575,95193,5
576,28642,9
577,24979,10
578,22983,7
579,8533,10
580,11290,0
581,39242,5
582,84188,4
583,90042,7
584,44099,10
585,3861,9
586,77906,8
587,21603,8
588,79233,5
589,94908,9
590,32495,4
591,96426,1
592,9877,7
593,74096,3
594,59699,5
595,10847,9
596,30347,6
597,2077,8
598,73683,9
599,50590,7
600,71361,7
601,29639,1
602,31340,10
603,22420,10
604,78878,9
605,15714,6
606,53037,10
607,92315,9
608,47605,9
609,57719,10
610,81249,7
611,34701,10
612,23240,8
613,10364,4
614,97500,3
615,1024,9
616,93539,8
617,81905,10
618,42048,6
619,96637,4
620,16155,8
621,68364,9
622,91214,3
623,65470,3
624,22816,7
625,17909,5
626,82855,5
627,63629,10
628,52914,6
629,81687,5
630,33129,0
631,51077,10
632,38389,10
633,87761,8
634,41545,4
635,42883,4
636,12679,1
637,68266,10
638,87218,8
639,93543,5
640,55316,10
641,62388,7
642,57895,8
643,17386,8
644,11295,8
645,14586,10
646,96061,10
647,31061,9
648,86058,10
649,5224,2
650,87518,10
651,24937,6
652,35331,5
653,66075,8
654,41426,10
655,87184,8
656,63942,4
657,25837,5
658,20837,5
659,5527,6
660,79448,5
661,14527,6
662,66318,6
663,43470,8
664,87135,6
665,71124,4
666,46105,6
667,54765,10
668,7844,5
669,54792,5
670,75025,8
671,54651,3
672,69938,6
673,82474,10
674,73872,9
675,59565,7
676,29981,5
677,74735,5
678,55233,10
679,79297,8
680,18044,7
681,80002,8
682,12601,6
683,94279,4
684,15205,6
685,95126,10
686,60739,8
687,90289,9
688,42578,9
689,80947,8
690,91087,7
691,26583,10
692,52771,9
693,80873,0
694,67970,9
695,33091,9
696,43825,7
697,90654,5
698,40005,8
699,42075,6
700,45235,2
701,42531,7
702,68871,7
703,30423,10
704,42549,0
705,65480,2
706,53106,0
707,34968,10
708,87399,7
709,85537,2
710,30315,5
711,45212,7
712,81402,9
713,8832,7
714,83282,8
715,81641,10
716,81932,7
717,7024,10
718,80363,8
719,68078,10
720,89695,1
721,6932,10
722,19717,3
723,53127,5
724,1126,6
725,58659,10
726,20128,5
727,67729,7
728,80049,6
729,71520,8
730,92600,9
731,6784,3
732,75022,8
733,23928,0
734,64102,8
735,37816,10
736,65142,1
737,50969,8
738,76949,0
739,71450,7
740,85766,10
741,89974,2
742,81666,1
743,24184,10
744,81295,7
745,46256,0
746,18513,10
747,87726,8
748,72513,2
749,14780,7
750,19067,4
751,98254,0
752,9565,10
753,99492,10
754,48142,0
755,2078,0
756,33011,9
757,25216,7
758,98149,8
759,26092,9
760,7921,4
761,66943,7
762,32311,8
763,84494,0
764,3138,10
765,1411,8
766,64931,1
767,28678,0
768,26697,8
769,15125,10
770,93352,8
771,5287,10
772,7744,9
773,74462,9
774,42599,3
775,79928,1
776,60687,4
777,89202,10
778,84835,10
779,18225,9
780,58173,1
781,24384,9
782,5198,5
783,11564,3
784,33478,5
785,35093,6
786,18676,10
787,62682,9
788,1456,2
789,36561,7
790,67351,10
791,63007,6
792,24533,9
793,61228,9
794,56345,6
795,90809,5
796,63443,8
797,86515,9
798,93329,10
799,70909,8
800,2784,6
801,16364,10
802,78279,2
803,83888,9
804,146,7
805,81690,9
806,95667,9
807,32333,6
808,67476,10
809,88807,1
810,23436,10
811,36479,9
812,56366,7
813,64351,10
814,69553,4
815,11932,8
816,80883,10
817,60370,8
818,24985,9
819,4719,5
820,79321,10
821,71151,4
822,89783,10
823,69706,2
824,21477,4
825,18941,4
826,34513,3
827,67847,6
828,72284,6
829,60838,9
830,90020,7
831,34680,7
832,35803,1
833,2628,5
834,8758,10
835,73585,9
836,78286,0
837,81481,7
838,66748,10
839,50867,7
840,27324,3
841,49738,8
842,87385,8
843,34443,10
844,3389,10
845,36136,6
846,75707,0
847,3979,0
848,79274,0
849,75904,9
850,20293,0
851,61520,0
852,98882,10
853,94010,8
854,57834,3
855,2596,10
856,82696,4
857,85207,5
858,28948,8
859,36539,5
860,61373,10
861,26201,8
862,6623,8
863,94405,0
864,19351,10
865,81495,3
866,34341,4
867,31528,3
868,52446,8
869,64483,10
870,81169,5
871,47087,7
872,95182,10
873,68956,0
874,78619,9
875,59746,0
876,20863,2
877,60811,8
878,92167,9
879,86989,2
880,15910,10
881,98260,2
882,41689,3
883,59064,9
884,99585,0
885,16358,9
886,42845,6
887,48611,10
888,94742,7
889,98199,2
890,69508,7
891,92116,0
892,18315,0
893,92582,10
894,41391,2
895,38055,8
896,48692,8
897,29967,7
898,11942,7
899,51110,5
900,44716,7
901,1615,9
902,10549,5
903,35371,9
904,72516,9
905,85320,10
906,37015,6
907,72495,4
908,15466,4
909,26628,0
910,48412,8
911,90148,6
912,22572,3
913,89835,5
914,68385,6
915,12636,10
916,17644,7
917,11099,10
918,6354,1
919,6308,4
920,2929,4
921,55311,7
922,77646,8
923,76908,9
924,34839,7
925,48690,9
926,26774,10
927,48898,4
928,65270,10
929,63984,7
930,48110,6
931,94133,10
932,89775,9
933,86779,9
934,27137,5
935,51206,7
936,73524,10
937,5158,10
938,75063,8
939,65762,10
940,98993,2
941,23310,4
942,59473,5
943,17827,8
944,82154,10
945,32550,6
946,43638,7
947,22007,9
948,38537,7
949,40158,7
950,50189,10
951,96718,10
952,76009,6
953,17638,8
954,4219,4
955,26096,7
956,67873,9
957,59769,10
958,32569,10
959,32473,8
960,31251,10
961,55672,10
962,67734,8
963,10661,10
964,9086,10
965,74087,9
966,36724,9
967,6898,10
968,82951,0
969,89803,2
970,72527,9
971,12768,9
972,27793,7
973,32106,9
974,13240,0
975,43396,8
976,32391,9
977,74224,9
978,20565,2
979,42218,9
980,2985,8
981,87803,3
982,21475,9
983,16035,8
984,68478,5
985,78177,9
986,30532,8
987,75988,10
988,65379,2
989,11320,6
990,50695,9
991,39661,0
992,61330,10
993,29380,5
994,85586,7
995,40357,9
996,89448,9
997,3292,6
998,18919,9
999,21563,9
1000,25901,7
1001,77500,10
1002,91956,10
1003,94675,9
1004,59906,10
1005,44997,9
1006,40267,6
1007,25372,5
1008,50294,10
1009,96260,4
1010,83640,10
1011,15835,10
1012,40504,4
1013,81852,0
1014,61681,6
1015,92970,6
1016,380,9
1017,22066,4
1018,90630,8
1019,13668,6
1020,30974,10
1021,43443,7
1022,52465,6
1023,23349,5
1024,24823,8
1025,2758,4
1026,4927,5
1027,70240,5
1028,42534,10
1029,40252,8
1030,69367,7
1031,78396,9
1032,50424,4
1033,73950,2
1034,75245,4
1035,99200,7
1036,99324,0
1037,95117,6
1038,99328,3
1039,71201,5
1040,87479,4
1041,23252,10
1042,93072,9
1043,26306,7
1044,50650,10
1045,66745,7
1046,16888,9
1047,43334,6
1048,69518,2
1049,74157,9
1050,17495,8
1051,54274,1
1052,29613,10
1053,45811,4
1054,51073,2
1055,90152,4
1056,88712,8
1057,98877,10
1058,21687,9
1059,44401,9
1060,76156,7
1061,50356,9
1062,53565,10
1063,18049,10
1064,26363,4
1065,29195,0
1066,31883,0
1067,76861,9
1068,88952,8
1069,6566,7
1070,50032,4
1071,21013,10
1072,42539,5
1073,97063,6
1074,5841,5
1075,57329,9
1076,95253,9
1077,49007,0
1078,20069,10
1079,70918,10
1080,53090,3
1081,58771,9
1082,85958,5
1083,12048,5
1084,99208,9
1085,80978,7
1086,22482,10
1087,66080,6
1088,37836,8
1089,49855,9
1090,41581,4
1091,36535,0
1092,74408,8
1093,61217,10
1094,61994,4
1095,77315,2
1096,3052,7
1097,18602,10
1098,14669,9
1099,43663,9
1100,32464,10
1101,91130,10
1102,242,6
1103,12683,9
1104,31238,10
1105,55247,6
1106,23779,5
1107,29093,9
1108,79332,5
1109,46086,6
1110,22565,6
1111,1837,8
1112,39637,9
1113,77389,8
1114,99596,9
1115,64223,10
1116,31742,9
1117,92823,9
1118,80609,7
1119,46358,0
1120,65387,7
1121,95680,8
1122,19042,7
1123,49732,7
1124,15642,5
1125,95911,5
1126,86373,4
1127,28899,5
1128,85260,10
1129,331,2
1130,27668,9
1131,9228,8
1132,70679,9
1133,17302,10
1134,98493,7
1135,23266,4
1136,30833,7
1137,27771,10
1138,12556,9
1139,76770,6
1140,60728,6
1141,98326,9
1142,25653,10
1143,86697,5
1144,58706,4
1145,86066,6
1146,25386,1
1147,10429,5
1148,27923,6
1149,82512,9
1150,95370,10
1151,11997,4
1152,6640,10
1153,90342,10
1154,40075,2
1155,84812,6
1156,20581,10
1157,99346,8
1158,57733,7
1159,18764,10
1160,36077,3
1161,58267,10
1162,9954,8
1163,6815,10
1164,47957,9
1165,51691,7
1166,968,4
1167,93726,6
1168,18047,8
1169,63355,9
1170,59381,9
1171,83909,4
1172,39073,10
1173,41656,10
1174,30858,9
1175,96275,0
1176,18652,10
1177,10781,3
1178,82795,3
1179,98346,6
1180,57179,9
1181,18448,4
1182,69229,6
1183,97775,9
1184,51748,9
1185,56358,10
1186,88458,4
1187,7748,3
1188,32359,10
1189,57369,0
1190,83985,10
1191,83590,3
1192,78113,10
1193,95533,4
1194,5120,6
1195,20088,6
1196,71677,10
1197,1055,5
1198,88031,6
1199,76450,10
1200,47868,4
1201,58158,4
1202,42331,9
1203,7956,7
1204,28816,9
1205,72168,10
1206,65297,7
1207,56698,7
1208,96541,3
1209,95863,8
1210,69543,9
1211,78215,6
1212,8596,5
1213,37116,6
1214,42446,9
1215,29493,7
1216,58385,4
1217,18,7
1218,24445,3
1219,11415,10
1220,18273,8
1221,54182,8
1222,87520,8
1223,52834,5
1224,58335,7
1225,84805,9
1226,29746,7
1227,27181,8
1228,91753,3
1229,87536,9
1230,38575,7
1231,59339,10
1232,143,8
1233,96704,3
1234,77875,3
1235,55973,10
1236,47630,10
1237,42669,5
1238,13796,0
1239,82525,2
1240,11864,5
1241,30279,0
1242,74289,3
1243,24749,10
1244,16711,3
1245,74472,3
1246,59704,10
1247,23936,3
1248,92977,4
1249,32500,1
1250,69576,9
1251,93794,7
1252,18786,5
1253,78602,7
1254,21843,10
1255,92497,8
1256,17305,0
1257,27826,10
1258,32281,10
1259,89445,3
1260,44818,3
1261,18911,8
1262,39495,7
1263,97400,3
1264,7464,8
1265,50818,8
1266,50922,9
1267,7943,10
1268,64790,5
1269,79670,9
1270,88649,8
1271,73471,9
1272,46129,7
1273,17144,10
1274,44947,4
1275,6099,4
1276,33704,9
1277,81842,9
1278,60718,4
1279,40713,6
1280,15055,4
1281,31372,5
1282,38841,2
1283,91899,6
1284,20972,5
1285,54719,9
1286,73726,1
1287,55973,8
1288,79561,2
1289,33274,3
1290,285,3
1291,54875,9
1292,36865,3
1293,9906,10
1294,69490,9
1295,71581,10
1296,66006,7
1297,79375,7
1298,37993,10
1299,53561,9
1300,32157,7
1301,28983,3
1302,49742,10
1303,98617,1
1304,78179,10
1305,13655,5
1306,29400,7
1307,97108,10
1308,57044,3
1309,32042,9
1310,70142,10
1311,16042,6
1312,27772,8
1313,20352,8
1314,73821,2
1315,88727,2
1316,98653,2
1317,9124,9
1318,71701,3
1319,27199,10
1320,29747,0
1321,93560,8
1322,84824,8
1323,41415,7
1324,67032,10
1325,13202,8
1326,40079,4
1327,77619,5
1328,46022,0
1329,16377,9
1330,72085,4
1331,59059,8
1332,81335,4
1333,56685,3
1334,99715,7
1335,65388,10
1336,38103,5
1337,51729,10
1338,94745,7
1339,92124,3
1340,74031,7
1341,11660,9
1342,12158,9
1343,75113,0
1344,18421,9
1345,21169,9
1346,3923,6
1347,98469,9
1348,38550,0
1349,30145,10
1350,83279,6
1351,18933,8
1352,5542,9
1353,14708,1
1354,68303,9
1355,70672,7
1356,12828,0
1357,39770,6
1358,58185,8
1359,53735,10
1360,24555,10
1361,34434,9
1362,72740,3
1363,31104,9
1364,42168,2
1365,14183,3
1366,38443,8
1367,71751,10
1368,73666,10
1369,17802,5
1370,59452,3
1371,97854,10
1372,31635,10
1373,99322,10
1374,66959,0
1375,76617,7
1376,39920,9
1377,88408,5
1378,63935,9
1379,41356,10
1380,1311,1
1381,32297,10
1382,72341,7
1383,31090,4
1384,73899,9
1385,1184,10
1386,9885,8
1387,34098,6
1388,65093,9
1389,15345,10
1390,86241,3
1391,31766,2
1392,94055,8
1393,21270,9
1394,18676,9
1395,91175,10
1396,51159,7
1397,82411,9
1398,79823,7
1399,75510,9
1400,33970,0
1401,51201,10
1402,50797,10
1403,72323,9
1404,74660,9
1405,99690,7
1406,96298,9
1407,93628,10
1408,48145,6
1409,49767,6
1410,15301,9
1411,33526,4
1412,28282,7
1413,88822,8
1414,88780,10
1415,10037,7
1416,91874,5
1417,34513,1
1418,35492,0
1419,40442,9
1420,59758,9
1421,46320,1
1422,59015,7
1423,92246,10
1424,84928,9
1425,4401,6
1426,62273,3
1427,19480,8
1428,54708,7
1429,26482,10
1430,48865,3
1431,44738,10
1432,34409,4
1433,87624,2
1434,22406,10
1435,82738,10
1436,87393,0
1437,10230,8
1438,99367,10
1439,16082,10
1440,32108,5
1441,51637,9
1442,52185,8
1443,23777,4
1444,71182,1
1445,54931,3
1446,55419,4
1447,34962,10
1448,85274,4
1449,88782,6
1450,87451,8
1451,56976,8
1452,81528,9
1453,39071,9
1454,80477,5
1455,69733,6
1456,20059,8
1457,22184,0
1458,48434,10
1459,8923,8
1460,63619,4
1461,20726,6
1462,89762,8
1463,25147,9
1464,72769,10
1465,54421,6
1466,70785,2
1467,71074,10
1468,31373,0
1469,48660,8
1470,21246,10
1471,95979,2
1472,35388,10
1473,72318,7
1474,9899,9
1475,34851,9
1476,24577,0
1477,69067,7
1478,38787,10
1479,80490,0
1480,32084,10
1481,87531,6
1482,34977,0
1483,39508,8
1484,7861,6
1485,61706,8
1486,44953,7
1487,89483,6
1488,34589,7
1489,90609,10
1490,54381,5
1491,12904,2
1492,77403,3
1493,9053,7
1494,62082,7
1495,21396,8
1496,80343,7
1497,75823,10
1498,73432,7
1499,12309,0
1500,16617,2
1501,42466,10
1502,15205,0
1503,65974,4
1504,93944,5
1505,63309,7
1506,93250,5
1507,91416,3
1508,35048,9
1509,11619,10
1510,41757,4
1511,97543,10
1512,51530,9
1513,19360,8
1514,37351,8
1515,44199,8
1516,2395,4
1517,62613,2
1518,17480,2
1519,27410,8
1520,34052,9
1521,53231,2
1522,83387,5
1523,2259,9
1524,1739,10
1525,22095,10
1526,71218,8
1527,33072,10
1528,59022,9
1529,73988,8
1530,81463,9
1531,8305,0
1532,36634,10
1533,96764,4
1534,37581,7
1535,9057,8
1536,19550,10
1537,93009,9
1538,64469,7
1539,77548,10
1540,975,0
1541,17465,9
1542,41923,7
1543,43471,9
1544,52004,9
1545,82970,1
1546,99408,10
1547,19622,9
1548,12933,8
1549,93741,7
1550,85591,4
1551,60006,10
1552,9613,9
1553,89197,10
1554,5807,10
1555,95477,10
1556,36762,9
1557,8420,10
1558,79332,10
1559,1129,6
1560,37855,10
1561,676,10
1562,13034,10
1563,13592,5
1564,29056,10
1565,2962,3
1566,85974,9
1567,95803,9
1568,74232,7
1569,12386,6
1570,65531,5
1571,8221,8
1572,89249,10
1573,19122,10
1574,97453,10
1575,22588,10
1576,68426,1
1577,23174,8
1578,99846,8
1579,30914,1
1580,62412,9
1581,47818,6
1582,44827,8
1583,49937,10
1584,63242,7
1585,87911,0
1586,56247,2
1587,11282,8
1588,5673,3
1589,90928,6
1590,74208,6
1591,98534,10
1592,60883,9
1593,81009,6
1594,33906,8
1595,34548,10
1596,73957,5
1597,62620,5
1598,87730,9
1599,25015,0
1600,56620,7
1601,64908,9
1602,71292,3
1603,29286,5
1604,85004,6
1605,72334,4
1606,31091,10
1607,62891,5
1608,4831,6
1609,3459,9
1610,43138,10
1611,35846,10
1612,21271,3
1613,86046,8
1614,63688,10
1615,89970,8
1616,14851,6
1617,12073,0
1618,13808,6
1619,85616,8
1620,65010,10
1621,70627,6
1622,239,6
1623,18467,4
1624,75621,4
1625,31966,10
1626,99368,7
1627,2565,9
1628,42273,8
1629,72333,10
1630,11390,0
1631,67794,2
1632,44267,8
1633,75826,7
1634,87919,10
1635,2732,10
1636,95854,5
1637,9633,10
1638,4243,2
1639,21096,9
1640,86341,10
1641,89331,1
1642,92949,3
1643,72510,9
1644,94839,4
1645,18889,1
1646,29093,7
1647,28933,10
1648,99047,8
1649,24334,9
1650,93014,3
1651,92064,10
1652,94657,9
1653,36742,2
1654,72395,7
1655,83316,9
1656,13904,0
1657,78149,7
1658,16835,9
1659,59183,4
1660,9925,9
1661,12795,7
1662,49306,9
1663,11526,4
1664,82504,10
1665,86814,10
1666,11642,6
1667,9018,8
1668,54703,0
1669,25654,7
1670,81551,10
1671,79344,3
1672,33761,9
1673,25164,9
1674,72777,9
1675,34336,10
1676,39846,8
1677,79936,5
1678,35838,6
1679,3175,5
1680,70482,10
1681,22946,8
1682,67001,10
1683,5798,5
1684,45398,0
1685,6919,10
1686,31421,0
1687,18490,0
1688,80743,6
1689,54893,1
1690,82138,2
1691,10489,7
1692,55618,4
1693,1903,10
1694,18595,10
1695,47353,0
1696,39598,10
1697,55055,2
1698,63587,10
1699,51653,5
1700,28529,9
1701,49641,5
1702,40681,9
1703,67425,10
1704,32716,0
1705,58886,0
1706,31562,4
1707,58451,8
1708,90042,4
1709,10582,7
1710,38852,6
1711,78848,10
1712,23670,7
1713,28483,5
1714,93222,9
1715,97510,9
1716,83672,9
1717,95008,10
1718,35552,8
1719,9832,1
1720,90525,9
1721,61373,5
1722,90009,9
1723,69085,1
1724,22139,10
1725,33196,3
1726,2221,8
1727,21225,8
1728,95658,8
1729,84556,2
1730,17180,5
1731,78253,10
1732,99837,10
1733,93949,9
1734,13643,9
1735,19025,4
1736,97800,6
1737,43596,2
1738,96374,2
1739,91487,6
1740,50176,4
1741,17266,7
1742,40043,8
1743,33595,6
1744,63482,10
1745,90855,5
1746,15317,3
1747,27981,0
1748,4923,4
1749,69352,9
1750,85456,5
1751,81933,8
1752,30110,10
1753,93355,3
1754,75151,0
1755,74619,10
1756,16747,9
1757,54434,0
1758,84444,10
1759,87872,6
1760,71366,5
1761,18692,5
1762,82622,9
1763,36673,10
1764,47730,9
1765,92855,10
1766,42475,7
1767,643,9
1768,96746,3
1769,39434,5
1770,48206,10
1771,44551,9
1772,73448,9
1773,25277,9
1774,88605,6
1775,31789,8
1776,78521,9
1777,96157,8
1778,55251,1
1779,31866,2
1780,60765,4
1781,40197,2
1782,70806,10
1783,4349,10
1784,37407,8
1785,9407,7
1786,26516,10
1787,48303,10
1788,55688,7
1789,37117,10
1790,40220,10
1791,71965,6
1792,94068,8
1793,48644,10
1794,44967,10
1795,60309,10
1796,91180,4
1797,9662,3
1798,47625,9
1799,61976,10
1800,88285,3
1801,21982,6
1802,74442,10
1803,69318,2
1804,35142,5
1805,24828,2
1806,24789,6
1807,87242,5
1808,45013,9
1809,56710,6
1810,21030,8
1811,6339,10
1812,80012,10
1813,70613,9
1814,65244,5
1815,16981,5
1816,70440,9
1817,85747,3
1818,5255,10
1819,58068,10
1820,31273,4
1821,54712,8
1822,74081,0
1823,23017,9
1824,68661,10
1825,42461,8
1826,43260,7
1827,85979,7
1828,16335,9
1829,51708,7
1830,36025,10
1831,69382,10
1832,58135,9
1833,28634,0
1834,53095,0
1835,3597,5
1836,48965,6
1837,59641,7
1838,61907,10
1839,82384,9
1840,43498,10
1841,74858,9
1842,35639,8
1843,24444,6
1844,12682,8
1845,16545,0
1846,15254,7
1847,34799,9
1848,84960,4
1849,60861,2
1850,97155,10
1851,25999,5
1852,35493,10
1853,71505,10
1854,97270,1
1855,32126,10
1856,25184,9
1857,44953,8
1858,86556,2
1859,753,7
1860,25783,8
1861,91446,6
1862,88539,6
1863,61664,7
1864,65772,6
1865,28876,9
1866,1828,7
1867,6776,10
1868,79778,9
1869,79283,6
1870,6116,8
1871,34578,10
1872,3004,4
1873,43671,6
1874,99523,9
